Tweet ID,Original Text,Cleaned Text,Filtered Tokens,Stemmed Tokens,Lemmatized Tokens
1465017845692002305,president dictator wannabe tried overturn 2020 election which lost bigly tainted presidency needs locked rest miserable life heal presidency arrest trump,president dictator wannabe tried overturn 2020 election which lost bigly tainted presidency needs locked rest miserable life heal presidency arrest trump,president dictator wannabe tried overturn 2020 election which lost bigly tainted presidency needs locked rest miserable life heal presidency arrest trump,"['presid', 'dictat', 'wannab', 'tri', 'overturn', '2020', 'elect', 'which', 'lost', 'bigli', 'taint', 'presid', 'need', 'lock', 'rest', 'miser', 'life', 'heal', 'presid', 'arrest', 'trump']","['president', 'dictator', 'wannabe', 'tried', 'overturn', '2020', 'election', 'which', 'lost', 'bigly', 'tainted', 'presidency', 'need', 'locked', 'rest', 'miserable', 'life', 'heal', 'presidency', 'arrest', 'trump']"
1465017825521651713,reading this piece left thinking radically touch these ideologues also likely they brain trust future should succeed using gerrymandering courts senate lies about election fraud become ruling minority,reading this piece left thinking radically touch these ideologues also likely they brain trust future should succeed using gerrymandering courts senate lies about election fraud become ruling minority,reading this piece left thinking radically touch these ideologues also likely they brain trust future should succeed using gerrymandering courts senate lies about election fraud become ruling minority,"['read', 'thi', 'piec', 'left', 'think', 'radic', 'touch', 'these', 'ideologu', 'also', 'like', 'they', 'brain', 'trust', 'futur', 'should', 'succeed', 'use', 'gerrymand', 'court', 'senat', 'lie', 'about', 'elect', 'fraud', 'becom', 'rule', 'minor']","['reading', 'this', 'piece', 'left', 'thinking', 'radically', 'touch', 'these', 'ideologue', 'also', 'likely', 'they', 'brain', 'trust', 'future', 'should', 'succeed', 'using', 'gerrymandering', 'court', 'senate', 'lie', 'about', 'election', 'fraud', 'become', 'ruling', 'minority']"
1465017816147365889,conjure they managed conjure victory ominous broken window ominous sign someone broken into home odium public odium towards congressman advantage candidate opposing election,conjure they managed conjure victory ominous broken window ominous sign someone broken into home odium public odium towards congressman advantage candidate opposing election,conjure they managed conjure victory ominous broken window ominous sign someone broken into home odium public odium towards congressman advantage candidate opposing election,"['conjur', 'they', 'manag', 'conjur', 'victori', 'omin', 'broken', 'window', 'omin', 'sign', 'someon', 'broken', 'into', 'home', 'odium', 'public', 'odium', 'toward', 'congressman', 'advantag', 'candid', 'oppos', 'elect']","['conjure', 'they', 'managed', 'conjure', 'victory', 'ominous', 'broken', 'window', 'ominous', 'sign', 'someone', 'broken', 'into', 'home', 'odium', 'public', 'odium', 'towards', 'congressman', 'advantage', 'candidate', 'opposing', 'election']"
1465017779392708612,watch left wing candidate wins election then going sink even deeper,watch left wing candidate wins election then going sink even deeper,watch left wing candidate wins election then going sink even deeper,"['watch', 'left', 'wing', 'candid', 'win', 'elect', 'then', 'go', 'sink', 'even', 'deeper']","['watch', 'left', 'wing', 'candidate', 'win', 'election', 'then', 'going', 'sink', 'even', 'deeper']"
1465017754587746312,were this upset when addressed thousands election campaign president blame dont scared,were this upset when addressed thousands election campaign president blame dont scared,were this upset when addressed thousands election campaign president blame dont scared,"['were', 'thi', 'upset', 'when', 'address', 'thousand', 'elect', 'campaign', 'presid', 'blame', 'dont', 'scare']","['were', 'this', 'upset', 'when', 'addressed', 'thousand', 'election', 'campaign', 'president', 'blame', 'dont', 'scared']"
1465017738280071170,teer shikar teer west bengal election campaign shikaar assam tripura alas masterstroke,teer shikar teer west bengal election campaign shikaar assam tripura alas masterstroke,teer shikar teer west bengal election campaign shikaar assam tripura alas masterstroke,"['teer', 'shikar', 'teer', 'west', 'bengal', 'elect', 'campaign', 'shikaar', 'assam', 'tripura', 'ala', 'masterstrok']","['teer', 'shikar', 'teer', 'west', 'bengal', 'election', 'campaign', 'shikaar', 'assam', 'tripura', 'ala', 'masterstroke']"
1465017737340760069,knows that thats midterm election caravans arrive,knows that thats midterm election caravans arrive,knows that thats midterm election caravans arrive,"['know', 'that', 'that', 'midterm', 'elect', 'caravan', 'arriv']","['know', 'that', 'thats', 'midterm', 'election', 'caravan', 'arrive']"
1465017720366252033,technically this card revoked after complaining crying over year about election lost very manly still eligible gross,technically this card revoked after complaining crying over year about election lost very manly still eligible gross,technically this card revoked after complaining crying over year about election lost very manly still eligible gross,"['technic', 'thi', 'card', 'revok', 'after', 'complain', 'cri', 'over', 'year', 'about', 'elect', 'lost', 'veri', 'manli', 'still', 'elig', 'gross']","['technically', 'this', 'card', 'revoked', 'after', 'complaining', 'cry', 'over', 'year', 'about', 'election', 'lost', 'very', 'manly', 'still', 'eligible', 'gross']"
1465017679010435076,indeed they vote jobs 2019 general election logo gaav todni chahiye,indeed they vote jobs 2019 general election logo gaav todni chahiye,indeed they vote jobs 2019 general election logo gaav todni chahiye,"['inde', 'they', 'vote', 'job', '2019', 'gener', 'elect', 'logo', 'gaav', 'todni', 'chahiy']","['indeed', 'they', 'vote', 'job', '2019', 'general', 'election', 'logo', 'gaav', 'todni', 'chahiye']"
1465017669321732096,former president trump allies tried pressure officials help overturn 2020 election loss public still needs answers about this alarming plot join fight donate,former president trump allies tried pressure officials help overturn 2020 election loss public still needs answers about this alarming plot join fight donate,former president trump allies tried pressure officials help overturn 2020 election loss public still needs answers about this alarming plot join fight donate,"['former', 'presid', 'trump', 'alli', 'tri', 'pressur', 'offici', 'help', 'overturn', '2020', 'elect', 'loss', 'public', 'still', 'need', 'answer', 'about', 'thi', 'alarm', 'plot', 'join', 'fight', 'donat']","['former', 'president', 'trump', 'ally', 'tried', 'pressure', 'official', 'help', 'overturn', '2020', 'election', 'loss', 'public', 'still', 'need', 'answer', 'about', 'this', 'alarming', 'plot', 'join', 'fight', 'donate']"
1465017664682795015,privilege work with residents their families shows experienced data driven hisd early voting starts tomorrow through election,privilege work with residents their families shows experienced data driven hisd early voting starts tomorrow through election,privilege work with residents their families shows experienced data driven hisd early voting starts tomorrow through election,"['privileg', 'work', 'with', 'resid', 'their', 'famili', 'show', 'experienc', 'data', 'driven', 'hisd', 'earli', 'vote', 'start', 'tomorrow', 'through', 'elect']","['privilege', 'work', 'with', 'resident', 'their', 'family', 'show', 'experienced', 'data', 'driven', 'hisd', 'early', 'voting', 'start', 'tomorrow', 'through', 'election']"
1465017651965706240,fuck would sponsor event charging 20000 couple listen donald fucking trump whine about stolen election which then begs question anyone would attend,fuck would sponsor event charging 20000 couple listen donald fucking trump whine about stolen election which then begs question anyone would attend,fuck would sponsor event charging 20000 couple listen donald fucking trump whine about stolen election which then begs question anyone would attend,"['fuck', 'would', 'sponsor', 'event', 'charg', '20000', 'coupl', 'listen', 'donald', 'fuck', 'trump', 'whine', 'about', 'stolen', 'elect', 'which', 'then', 'beg', 'question', 'anyon', 'would', 'attend']","['fuck', 'would', 'sponsor', 'event', 'charging', '20000', 'couple', 'listen', 'donald', 'fucking', 'trump', 'whine', 'about', 'stolen', 'election', 'which', 'then', 'begs', 'question', 'anyone', 'would', 'attend']"
1465017649587531777,politics local some local elections still undecided check eligible vote municipal general election where vote polls open until tuesday city atlanta polls open until,politics local some local elections still undecided check eligible vote municipal general election where vote polls open until tuesday city atlanta polls open until,politics local some local elections still undecided check eligible vote municipal general election where vote polls open until tuesday city atlanta polls open until,"['polit', 'local', 'some', 'local', 'elect', 'still', 'undecid', 'check', 'elig', 'vote', 'municip', 'gener', 'elect', 'where', 'vote', 'poll', 'open', 'until', 'tuesday', 'citi', 'atlanta', 'poll', 'open', 'until']","['politics', 'local', 'some', 'local', 'election', 'still', 'undecided', 'check', 'eligible', 'vote', 'municipal', 'general', 'election', 'where', 'vote', 'poll', 'open', 'until', 'tuesday', 'city', 'atlanta', 'poll', 'open', 'until']"
1465017647397892100,rodriguez anticipated take office after scheduled election result canvassing period,rodriguez anticipated take office after scheduled election result canvassing period,rodriguez anticipated take office after scheduled election result canvassing period,"['rodriguez', 'anticip', 'take', 'offic', 'after', 'schedul', 'elect', 'result', 'canvass', 'period']","['rodriguez', 'anticipated', 'take', 'office', 'after', 'scheduled', 'election', 'result', 'canvassing', 'period']"
1465017645674254344,dont love many other countries sacrificing their people while keeping reason being 2022 election secret that good snark ronny jackson insane,dont love many other countries sacrificing their people while keeping reason being 2022 election secret that good snark ronny jackson insane,dont love many other countries sacrificing their people while keeping reason being 2022 election secret that good snark ronny jackson insane,"['dont', 'love', 'mani', 'other', 'countri', 'sacrif', 'their', 'peopl', 'while', 'keep', 'reason', 'be', '2022', 'elect', 'secret', 'that', 'good', 'snark', 'ronni', 'jackson', 'insan']","['dont', 'love', 'many', 'other', 'country', 'sacrificing', 'their', 'people', 'while', 'keeping', 'reason', 'being', '2022', 'election', 'secret', 'that', 'good', 'snark', 'ronny', 'jackson', 'insane']"
1465017632839671809,vote party policy personality vote authoritarians know when candidate lost election unlike sore losers that make republican party today,vote party policy personality vote authoritarians know when candidate lost election unlike sore losers that make republican party today,vote party policy personality vote authoritarians know when candidate lost election unlike sore losers that make republican party today,"['vote', 'parti', 'polici', 'person', 'vote', 'authoritarian', 'know', 'when', 'candid', 'lost', 'elect', 'unlik', 'sore', 'loser', 'that', 'make', 'republican', 'parti', 'today']","['vote', 'party', 'policy', 'personality', 'vote', 'authoritarian', 'know', 'when', 'candidate', 'lost', 'election', 'unlike', 'sore', 'loser', 'that', 'make', 'republican', 'party', 'today']"
1465017624434200578,hell there cheating congressman ties covid policies potential election fraud,hell there cheating congressman ties covid policies potential election fraud,hell there cheating congressman ties covid policies potential election fraud,"['hell', 'there', 'cheat', 'congressman', 'tie', 'covid', 'polici', 'potenti', 'elect', 'fraud']","['hell', 'there', 'cheating', 'congressman', 'tie', 'covid', 'policy', 'potential', 'election', 'fraud']"
1465017607812231171,health secretary backed boris johnson lead conservatives into next election amid concerns over prime minister handling party recent weeks,health secretary backed boris johnson lead conservatives into next election amid concerns over prime minister handling party recent weeks,health secretary backed boris johnson lead conservatives into next election amid concerns over prime minister handling party recent weeks,"['health', 'secretari', 'back', 'bori', 'johnson', 'lead', 'conserv', 'into', 'next', 'elect', 'amid', 'concern', 'over', 'prime', 'minist', 'handl', 'parti', 'recent', 'week']","['health', 'secretary', 'backed', 'boris', 'johnson', 'lead', 'conservative', 'into', 'next', 'election', 'amid', 'concern', 'over', 'prime', 'minister', 'handling', 'party', 'recent', 'week']"
1465017592813293568,meanwhile back maxwell trial scotus election fraud trial,meanwhile back maxwell trial scotus election fraud trial,meanwhile back maxwell trial scotus election fraud trial,"['meanwhil', 'back', 'maxwel', 'trial', 'scotu', 'elect', 'fraud', 'trial']","['meanwhile', 'back', 'maxwell', 'trial', 'scotus', 'election', 'fraud', 'trial']"
1465017572856848392,knows break things blame other people really only thing that ever learned,knows break things blame other people really only thing that ever learned,knows break things blame other people really only thing that ever learned,"['know', 'break', 'thing', 'blame', 'other', 'peopl', 'realli', 'onli', 'thing', 'that', 'ever', 'learn']","['know', 'break', 'thing', 'blame', 'other', 'people', 'really', 'only', 'thing', 'that', 'ever', 'learned']"
1465017562555731976,agree world politics move rapidly ways cannot predict this said trump national cult remain threat that needs addressed with fair voting laws congress already state gops attempting next presidential election,agree world politics move rapidly ways cannot predict this said trump national cult remain threat that needs addressed with fair voting laws congress already state gops attempting next presidential election,agree world politics move rapidly ways cannot predict this said trump national cult remain threat that needs addressed with fair voting laws congress already state gops attempting next presidential election,"['agre', 'world', 'polit', 'move', 'rapidli', 'way', 'cannot', 'predict', 'thi', 'said', 'trump', 'nation', 'cult', 'remain', 'threat', 'that', 'need', 'address', 'with', 'fair', 'vote', 'law', 'congress', 'alreadi', 'state', 'gop', 'attempt', 'next', 'presidenti', 'elect']","['agree', 'world', 'politics', 'move', 'rapidly', 'way', 'cannot', 'predict', 'this', 'said', 'trump', 'national', 'cult', 'remain', 'threat', 'that', 'need', 'addressed', 'with', 'fair', 'voting', 'law', 'congress', 'already', 'state', 'gop', 'attempting', 'next', 'presidential', 'election']"
1465017550807486471,what wanna know election just freaking stupid district party there fall asleep wheel have that against asking friend,what wanna know election just freaking stupid district party there fall asleep wheel have that against asking friend,what wanna know election just freaking stupid district party there fall asleep wheel have that against asking friend,"['what', 'wanna', 'know', 'elect', 'just', 'freak', 'stupid', 'district', 'parti', 'there', 'fall', 'asleep', 'wheel', 'have', 'that', 'against', 'ask', 'friend']","['what', 'wanna', 'know', 'election', 'just', 'freaking', 'stupid', 'district', 'party', 'there', 'fall', 'asleep', 'wheel', 'have', 'that', 'against', 'asking', 'friend']"
1465017533212286981,since tweeting month government scare about this omicron thing moron loser some airline cruise line leaps november cause know crisis will waste magically better around election,since tweeting month government scare about this omicron thing moron loser some airline cruise line leaps november cause know crisis will waste magically better around election,since tweeting month government scare about this omicron thing moron loser some airline cruise line leaps november cause know crisis will waste magically better around election,"['sinc', 'tweet', 'month', 'govern', 'scare', 'about', 'thi', 'omicron', 'thing', 'moron', 'loser', 'some', 'airlin', 'cruis', 'line', 'leap', 'novemb', 'caus', 'know', 'crisi', 'will', 'wast', 'magic', 'better', 'around', 'elect']","['since', 'tweeting', 'month', 'government', 'scare', 'about', 'this', 'omicron', 'thing', 'moron', 'loser', 'some', 'airline', 'cruise', 'line', 'leap', 'november', 'cause', 'know', 'crisis', 'will', 'waste', 'magically', 'better', 'around', 'election']"
1465017532486721547,mean change tories will still next election capitalism will remain even under government wise idea,mean change tories will still next election capitalism will remain even under government wise idea,mean change tories will still next election capitalism will remain even under government wise idea,"['mean', 'chang', 'tori', 'will', 'still', 'next', 'elect', 'capit', 'will', 'remain', 'even', 'under', 'govern', 'wise', 'idea']","['mean', 'change', 'tory', 'will', 'still', 'next', 'election', 'capitalism', 'will', 'remain', 'even', 'under', 'government', 'wise', 'idea']"
1465017516774805506,dont forget forgotten election interference case thats going nowhere,dont forget forgotten election interference case thats going nowhere,dont forget forgotten election interference case thats going nowhere,"['dont', 'forget', 'forgotten', 'elect', 'interfer', 'case', 'that', 'go', 'nowher']","['dont', 'forget', 'forgotten', 'election', 'interference', 'case', 'thats', 'going', 'nowhere']"
1465017491139276801,shocked when nomination thought elected when election stunned beyond words wishing could wake what knew would nightmare,shocked when nomination thought elected when election stunned beyond words wishing could wake what knew would nightmare,shocked when nomination thought elected when election stunned beyond words wishing could wake what knew would nightmare,"['shock', 'when', 'nomin', 'thought', 'elect', 'when', 'elect', 'stun', 'beyond', 'word', 'wish', 'could', 'wake', 'what', 'knew', 'would', 'nightmar']","['shocked', 'when', 'nomination', 'thought', 'elected', 'when', 'election', 'stunned', 'beyond', 'word', 'wishing', 'could', 'wake', 'what', 'knew', 'would', 'nightmare']"
1465017486617628672,votes being suppressed because biden republicans legislation warpath trying suppress many minority votes possible leading next federal election,votes being suppressed because biden republicans legislation warpath trying suppress many minority votes possible leading next federal election,votes being suppressed because biden republicans legislation warpath trying suppress many minority votes possible leading next federal election,"['vote', 'be', 'suppress', 'becaus', 'biden', 'republican', 'legisl', 'warpath', 'tri', 'suppress', 'mani', 'minor', 'vote', 'possibl', 'lead', 'next', 'feder', 'elect']","['vote', 'being', 'suppressed', 'because', 'biden', 'republican', 'legislation', 'warpath', 'trying', 'suppress', 'many', 'minority', 'vote', 'possible', 'leading', 'next', 'federal', 'election']"
1465017478770151424,thank your immense support dear payal natani regards gupta satish kumar ballot number contesting central council election icai 2021,thank your immense support dear payal natani regards gupta satish kumar ballot number contesting central council election icai 2021,thank your immense support dear payal natani regards gupta satish kumar ballot number contesting central council election icai 2021,"['thank', 'your', 'immens', 'support', 'dear', 'payal', 'natani', 'regard', 'gupta', 'satish', 'kumar', 'ballot', 'number', 'contest', 'central', 'council', 'elect', 'icai', '2021']","['thank', 'your', 'immense', 'support', 'dear', 'payal', 'natani', 'regard', 'gupta', 'satish', 'kumar', 'ballot', 'number', 'contesting', 'central', 'council', 'election', 'icai', '2021']"
1465017465662947329,imagine much healthier would trump been screwed election,imagine much healthier would trump been screwed election,imagine much healthier would trump been screwed election,"['imagin', 'much', 'healthier', 'would', 'trump', 'been', 'screw', 'elect']","['imagine', 'much', 'healthier', 'would', 'trump', 'been', 'screwed', 'election']"
1465017449150095369,photo profile supporting corbyn rain election support labour party swayed leader time blair brown milliband corbyn principles party which support,photo profile supporting corbyn rain election support labour party swayed leader time blair brown milliband corbyn principles party which support,photo profile supporting corbyn rain election support labour party swayed leader time blair brown milliband corbyn principles party which support,"['photo', 'profil', 'support', 'corbyn', 'rain', 'elect', 'support', 'labour', 'parti', 'sway', 'leader', 'time', 'blair', 'brown', 'milliband', 'corbyn', 'principl', 'parti', 'which', 'support']","['photo', 'profile', 'supporting', 'corbyn', 'rain', 'election', 'support', 'labour', 'party', 'swayed', 'leader', 'time', 'blair', 'brown', 'milliband', 'corbyn', 'principle', 'party', 'which', 'support']"
1465017423044640768,czech centre right leader petr fiala appointed countrys prime minister sunday following last month election,czech centre right leader petr fiala appointed countrys prime minister sunday following last month election,czech centre right leader petr fiala appointed countrys prime minister sunday following last month election,"['czech', 'centr', 'right', 'leader', 'petr', 'fiala', 'appoint', 'countri', 'prime', 'minist', 'sunday', 'follow', 'last', 'month', 'elect']","['czech', 'centre', 'right', 'leader', 'petr', 'fiala', 'appointed', 'country', 'prime', 'minister', 'sunday', 'following', 'last', 'month', 'election']"
1465017422339969026,gets first chairman rural development council nazrul islam breaks harrier years after government gave them election right 2019 people compelled give their identity male female papers,gets first chairman rural development council nazrul islam breaks harrier years after government gave them election right 2019 people compelled give their identity male female papers,gets first chairman rural development council nazrul islam breaks harrier years after government gave them election right 2019 people compelled give their identity male female papers,"['get', 'first', 'chairman', 'rural', 'develop', 'council', 'nazrul', 'islam', 'break', 'harrier', 'year', 'after', 'govern', 'gave', 'them', 'elect', 'right', '2019', 'peopl', 'compel', 'give', 'their', 'ident', 'male', 'femal', 'paper']","['get', 'first', 'chairman', 'rural', 'development', 'council', 'nazrul', 'islam', 'break', 'harrier', 'year', 'after', 'government', 'gave', 'them', 'election', 'right', '2019', 'people', 'compelled', 'give', 'their', 'identity', 'male', 'female', 'paper']"
1465017421065031686,message clear conspiring either cause disqualification election cheating against afraid very afraid,message clear conspiring either cause disqualification election cheating against afraid very afraid,message clear conspiring either cause disqualification election cheating against afraid very afraid,"['messag', 'clear', 'conspir', 'either', 'caus', 'disqualif', 'elect', 'cheat', 'against', 'afraid', 'veri', 'afraid']","['message', 'clear', 'conspiring', 'either', 'cause', 'disqualification', 'election', 'cheating', 'against', 'afraid', 'very', 'afraid']"
1465017400072548354,true think trying figure candidate with most money resources lost close election have conclude they made just more decisions than they good decisions,true think trying figure candidate with most money resources lost close election have conclude they made just more decisions than they good decisions,true think trying figure candidate with most money resources lost close election have conclude they made just more decisions than they good decisions,"['true', 'think', 'tri', 'figur', 'candid', 'with', 'most', 'money', 'resourc', 'lost', 'close', 'elect', 'have', 'conclud', 'they', 'made', 'just', 'more', 'decis', 'than', 'they', 'good', 'decis']","['true', 'think', 'trying', 'figure', 'candidate', 'with', 'most', 'money', 'resource', 'lost', 'close', 'election', 'have', 'conclude', 'they', 'made', 'just', 'more', 'decision', 'than', 'they', 'good', 'decision']"
1465017388462575616,last checked lost election under numerous investigations,last checked lost election under numerous investigations,last checked lost election under numerous investigations,"['last', 'check', 'lost', 'elect', 'under', 'numer', 'investig']","['last', 'checked', 'lost', 'election', 'under', 'numerous', 'investigation']"
1465017373036064772,always pull this then blame next election cycle crap mess made that were still trying clean need better messaging message dissemination status exhausting exasperating,always pull this then blame next election cycle crap mess made that were still trying clean need better messaging message dissemination status exhausting exasperating,always pull this then blame next election cycle crap mess made that were still trying clean need better messaging message dissemination status exhausting exasperating,"['alway', 'pull', 'thi', 'then', 'blame', 'next', 'elect', 'cycl', 'crap', 'mess', 'made', 'that', 'were', 'still', 'tri', 'clean', 'need', 'better', 'messag', 'messag', 'dissemin', 'statu', 'exhaust', 'exasper']","['always', 'pull', 'this', 'then', 'blame', 'next', 'election', 'cycle', 'crap', 'mess', 'made', 'that', 'were', 'still', 'trying', 'clean', 'need', 'better', 'messaging', 'message', 'dissemination', 'status', 'exhausting', 'exasperating']"
1465017367046639622,blackford table censure motion against boris could face general election weeks living cuckoo land anyone will support this bullshit about brought fraud 600k misdibg,blackford table censure motion against boris could face general election weeks living cuckoo land anyone will support this bullshit about brought fraud 600k misdibg,blackford table censure motion against boris could face general election weeks living cuckoo land anyone will support this bullshit about brought fraud 600k misdibg,"['blackford', 'tabl', 'censur', 'motion', 'against', 'bori', 'could', 'face', 'gener', 'elect', 'week', 'live', 'cuckoo', 'land', 'anyon', 'will', 'support', 'thi', 'bullshit', 'about', 'brought', 'fraud', '600k', 'misdibg']","['blackford', 'table', 'censure', 'motion', 'against', 'boris', 'could', 'face', 'general', 'election', 'week', 'living', 'cuckoo', 'land', 'anyone', 'will', 'support', 'this', 'bullshit', 'about', 'brought', 'fraud', '600k', 'misdibg']"
1465017364626432013,election fraud hadnt seen just thought,election fraud hadnt seen just thought,election fraud hadnt seen just thought,"['elect', 'fraud', 'hadnt', 'seen', 'just', 'thought']","['election', 'fraud', 'hadnt', 'seen', 'just', 'thought']"
1465017349933830146,demanding watchers,demanding watchers,demanding watchers,"['demand', 'watcher']","['demanding', 'watcher']"
